,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,Effect Hit,,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,,,,-,,Block Rate,,,,,,,,,,,,,,,,"Decent Death support as a tank who not only can tank and heal allies, but can also reduce enemies' Effect Resistance, allowing for a more efficient Death team.",,,
,,,,,,,NOTES:,"This build aims to increase the chance of landing Death while also having decent bulk for him to serve his Tank purposes. If Effect Hit is sufficient, HP% can be considered as his healing scales off HP%.",,,,,,,,NOTES,Build focuses on tankiness and survivability to maintain his utility on the field.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KNOX-T0,,,,,SPELLWEAVE-MWEAPON,,SPELLWEAVE-ARMOR,,REVIVE,,BLOCK,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,ADVENTURE BOTH,NONE,GUILD WAR,NONE
,,,,,,,,,,,GUTS,,DEATH,,,,,,,GUTS,,DEATH,,,,,,,,,,,,INFINITE TOWER,NONE,TOTAL WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROOK,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Block Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HP-FOCUSED,,,,,,,,,HP-FOCUSED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,FALSE,TRUE,,,,,,,,HP,,,,,,,,,HP,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,HP (%),,DMG Taken Reduction,,,,,,,HP (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,Effect Resistance,,,-,,Block Rate,,,,Effect Resistance,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF,,,,,,,,,DEF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,DMG Taken Reduction,,"HP +40%
Incoming Healing Boost +20%",,,,,HP (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,,,,-,,Block Rate,,,,,,,,,,,,,,,,"Has been seen to be a monster in Total War & Guild War thanks to his insane HP alteration (T6). However, will require good gear stats and does not see much use beyond these modes.",,,
,,,,,,,NOTES:,"Barrier and attacks scale with HP so it's best to maximize his Max HP, which also ensuring tankiness with DMG Taken Reduction with good Block Rate rolls.",,,,,,,,NOTES:,"With a passive Block Rate (23%), aim for 77% more Block Rate, along with DMG Taken Reduction to boost his tankiness as best as possible.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ROOK-T0,,,,,PALADIN-PWEAPON,,PALADIN-ARMOR,,REVIVE,,BLOCK,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,NONE,NONE,TOTAL WAR,NONE
,,,,,,,,,,,BARRIERHP,,HP,,,,,,,BARRIERHP,,HP,,,,,,,,,,,,NONE,NONE,GUILD WAR,NONE
