,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,FALSE,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,DEF (%),,Block Rate,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,Speed,,,-,,DMG Taken Reduction,,,,Speed,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,DEF (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,-,,DMG Taken Reduction,,,,,,,"A freeze hero also provides Freeze Immunity. Actually has a skill with 100% Freeze chance, making her great in Fire Power Up Dungeon.",,,
,,,,,,,NOTES:,This build increases Freeze DMG dealt to the Bosses.,,,,,,,,NOTES:,"If used for Freeze Immunity, go for bulk and survivability instead to prolong her utility on the field.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LANIA-T0,,,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,FREEZE,,NONE,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,GUTS,,BLOCK,,,PUDUNGEON-FIRE,NONE,CR-SPIKE,NONE
,,,,,,,,,,,NONE,,NONE,,,,,,,DOT,,DEF,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHLOE,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,SHOCK IMMUNITY,,UNABLE TO RECOVER,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,ADVENT EXPEDITION YEONHEE SUPPORT,,,,,,,,,PVE,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,HP (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,HP (%),,,,,,,,,DEF (%),,,,,,
,,NONE,EARLY,MIDGAME,END,,HP (%),,Block Rate,,,,,,,HP (%),,DMG Taken Reduction,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,Effect Resistance,,,-,,Block Rate,,,,Effect Resistance,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Has awakening,,,,,HP (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,HP (%),,DMG Taken Reduction,,"Effect Resist Rate +35%
Starts Battle with 1 turn CC Immunity",,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,-,,Block Rate,,,,,,,"A high utility Rare hero with not just those core effects above, but also has Crit Rate Boost, All ATK Boost, Debuff Removal and Buff Removal, which are all handy effects in PVE.",,,
,,,,,,,NOTES:,"Self-heal scales off HP. With a variety of useful effects, this build aims to sustain her on the field long enough for the intended modes.",,,,,,,,NOTES:,Make sure she has 1 turn CC Immunity otherwise Shadow Yeonhee will put her to Sleep and the run will be ruined. She needs to be awake to cleanse allies.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHLOE-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,DOT,,BLOCK,,,ORCHES-MWEAPON,,ORCHES-ARMOR,,DOT,,BLOCK,,,PUDUNGEON-LIGHT,INFINITE TOWER,PUDUNGEON-WATER,ADVENTURE BOTH
,,,,,,,,,,,DEF,,HP,,,,,,,DEF,,HP,,,CR-EILEENE,TOWER OF TRIALS,ADVENT-YH,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JANE,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,POISON,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,POISON DAMAGE,,,,,,,,,POISON ACCURACY,,,,,,,,,PVE,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Hit,,,,,,,,,Effect Hit,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,FALSE,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,Speed,,,-,,DMG Taken Reduction,,,,Speed,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,All ATK (%),,All ATK (%),,"Effect Hit Rate +35%
Effect Probability +10%",,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,-,,DMG Taken Reduction,,,,,,,"Previously a reliable Poison hero but now outclassed by Bai Jiao (who is also free). Useful against Rook in Tower of Trials as he is weak to Poison. If using, make her T2.",,,
,,,,,,,NOTES:,This build increases Poison DMG dealt to the Bosses. Gatekeeper set is also possible for more bulk or just use DMG Taken Reduction.,,,,,,,,NOTES:,"If the Poison is not landing very well, then use this build for higher Poison Probability.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JANE-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,POISON,,NONE,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,POISON,,NONE,,,PUDUNGEON-WATER,NONE,TOWER OF TRIALS,NONE
,,,,,,,,,,,NONE,,NONE,,,,,,,NONE,,NONE,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FENG YAN,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,Lv 30,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,FREEZE IMMUNITY,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUB DPS,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,PVE,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,DEF (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,Block Rate,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,HP (%),,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,DEF (%),,Block Rate,,,,,,,,,,
,,,,,,,Crit DMG,,DMG Taken Reduction,,,,All ATK (%),,,-,,DMG Taken Reduction,,,,DEF,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Has awakening,,,,,Crit DMG,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,DEF (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,-,,DMG Taken Reduction,,,,,,,"A decent 3-TARGET damage dealer, especially if Taka/Bidam are not built yet. Also has Freeze Immunity making him quite a well-used hero.",,,
,,,,,,,NOTES:,He can serve as an early game Sub DPS alongside Ryan (in Castle Rush) or Phase 1 in Advent Expedition so ensure his Crit Rate is high and have at least 20% Weakness Hit Rate if used as Sub DPS.,,,,,,,,NOTES:,"If used for Freeze Immunity, go for bulk and survivability instead to prolong his utility on the field.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FENG YAN-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,BOSSDMG,,CRIT,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,GUTS,,BLOCK,,,PUDUNGEON-WATER,NONE,CR-456,NONE
,,,,,,,,,,,13DMG,,WEAKNESS,,,,,,,DOT,,DEF,,,ADVENTURE BOTH,NONE,ADVENT-KARMA,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YURI,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,BURN,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BURN DAMAGE DPS,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,DMG Taken Reduction,,,,All ATK (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Has awakening,,,,,Crit DMG,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,,,,,,,,,,"While she is outclassed by both Xiao Qiao and Pascal (who are both free now), she can be used for her Burn capabilities in Earth Power Up Dungeon still.",,,
,,,,,,,NOTES:,"This build increases Burn DMG dealt to the Bosses. She is also a strong ST Magic damage dealer so focusing on Crit Rate & Crit DMG is key. If used in Iron Devourer, make sure Weakness Hit is high too.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YURI-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,BOSSDMG,,BURN,,,,,,,,,,,,RAID-ID,NONE,PUDUNGEON-EARTH,NONE
,,,,,,,,,,,13DMG,,WEAKNESS,,,,,,,,,,,,ADVENT-TEO,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JOKER,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,MULTI-HIT,,BUFF REMOVAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,Block Rate,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,DEF,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,,,,,,,,,,One of the rare heroes with 7 hits on 1 skill and can also hit twice with his Basic attack. Also have Buff Removal at T2 and Crit DMG buff for newer Castle Rush players.,,,
,,,,,,,NOTES:,Pretty frail so best to build defensively on him so that he can quickly shred DMG Nullification.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JOKER-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,GUTS,,BLOCK,,,,,,,,,,,,PUDUNGEON-LIGHT,NONE,TOWER OF TRIALS,NONE
,,,,,,,,,,,DOT,,DEF,,,,,,,,,,,,CR-RUDY,NONE,CR-SPIKE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LING LING,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,MULTI-HIT,,EFFECT HIT RATE BOOST,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,SUB DPS,,,,,,,,,PVE,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,Block Rate,,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,Speed,,,-,,DMG Taken Reduction,,,,Speed,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,Crit Rate,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Crit DMG,,,,,,,,,Crit DMG,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,All ATK (%),,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,-,,DMG Taken Reduction,,,,,,,"Has two skills with many hits, allowing her to remove DMG nullification very efficiently. ",,,
,,,,,,,NOTES:,Barrier scales of ATK% so this build focuses on that while also keeping her survivability decent.,,,,,,,,NOTES:,"With primary use to remove hit shields, stacking on additional DOT potential makes her an all-in-one DMG nullification shredder,",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LING LING-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,POISON,,BURN,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,POISON,,BURN,,,PUDUNGEON-LIGHT,NONE,TOWER OF TRIALS,NONE
,,,,,,,,,,,BLEED,,BLOCK,,,,,,,BLEED,,EFFECTHIT,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZHAO YUN,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,BLIND IMMUNITY,,BLEED,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUB DPS,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,DMG Taken Reduction,,,,All ATK (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,,,,,,,,,,"The only hero with Blind Immunity and making him necessary to be built to take on Calistra. Also, with two skills that Bleed, he is perfect for Dark Power Up Dungeon.",,,
,,,,,,,NOTES:,Primarily geared with this build for chip damage on the boss. Enhances Bleed DMG too.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZHAO YUN-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,IMMORTAL,,13DMG,,,,,,,,,,,,SUDDENRAID-CALISTRA,NONE,PUDUNGEON-DARK,NONE
,,,,,,,,,,,BOSSDMG,,DMGCOMBI,,,,,,,,,,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OTHER PVE,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OUTCLASSED,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JIN,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,SILENCE IMMUNITY,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUB DPS,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,DEF (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,Block Rate,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,HP (%),,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,DMG Taken Reduction,,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,,,All ATK (%),,,Crit DMG,,DMG Taken Reduction,,,,DEF,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,Crit DMG,,All ATK (%),,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,Crit Rate,,DMG Taken Reduction,,,,,,,"Has been replaced by Deo for all areas that require Silence Immunity. However, if you do not have Deo, you will need to use Jin either as a initial phase DPS or just for Silence Immunity.",,,
,,,,,,,NOTES:,"A build to allow him to do more chip damage on the boss. At T6, he gains 31% ATK Boost so you must make sure his ATK doesn't exceed your main DPSs.",,,,,,,,NOTES:,"If used for Silence Immunity, go for bulk and survivability instead to prolong his utility on the field.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JIN-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,GUTS,,13DMG,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,GUTS,,BLOCK,,,CR-DELLONS,NONE,TOWER OF TRIALS,NONE
,,,,,,,,,,,BOSSDMG,,CRIT,,,,,,,DOT,,DEF,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CATTY,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,BLOCK RATE REDUCTION,,CRIT RATE BOOST,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,Block Rate,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,Speed,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,,,,,,,,,,"Only used for specifically 1 boss - Platin - to lower his Block Rate and to increase allies' Crit Rate & Weakness Hit Chance. However, outclassed by Randgrid with even greater Block Rate Reduction.",,,
,,,,,,,NOTES:,Maximize her Crit Rate in order for her to land Crits consistently.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CATTY-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,GUTS,,WEAKNESS,,,,,,,,,,,,TOWER OF TRIALS,NONE,NONE,NONE
